Date,Entry time,SPX price at entry,VIX at entry,Short strike,Long strike,Credit received,Contracts,Exit time,Exit price,PnL per contract,Total PnL,Win/Loss,Exit reason,Notes,Expiry,DTE,Short symbol,Long symbol
2023-05-03,09:45:00,4127.18,17.9,4025.0,4000.0,2.0,10,16:00:00,0.0,200.0,2000.0,Win,expiry,distance safe,2023-05-05,2,SPXW  230505P04025000,SPXW  230505P04000000
2023-05-08,09:45:00,4135.81,17.61,4060.0,4035.0,1.9,10,16:00:00,0.0,190.0,1900.0,Win,expiry,distance safe,2023-05-10,2,SPXW  230510P04060000,SPXW  230510P04035000
2023-05-10,09:45:00,4133.04,17.04,4055.0,4030.0,1.5,10,13:26:00,3.05,-155.0,-1550.0,Loss,stop_loss,mark>=stop,2023-05-12,2,SPXW  230512P04055000,SPXW  230512P04030000
2023-05-15,09:45:00,4122.83,17.81,4045.0,4020.0,1.3,10,12:45:00,0.65,65.0,650.0,Win,profit_target,mark<=target,2023-05-17,2,SPXW  230517P04045000,SPXW  230517P04020000
2023-05-17,09:45:00,4126.43,17.39,4050.0,4025.0,1.25,10,12:40:00,0.62,63.0,630.0,Win,profit_target,mark<=target,2023-05-19,2,SPXW  230519P04050000,SPXW  230519P04025000
2023-05-22,09:45:00,4202.56,17.06,4125.0,4100.0,1.3,10,10:09:00,2.6,-130.0,-1300.0,Loss,stop_loss,mark>=stop,2023-05-24,2,SPXW  230524P04125000,SPXW  230524P04100000
2023-05-31,09:45:00,4192.39,17.74,4115.0,4090.0,1.7,10,10:38:00,3.4,-170.0,-1700.0,Loss,stop_loss,mark>=stop,2023-06-02,2,SPXW  230602P04115000,SPXW  230602P04090000
2023-06-12,09:45:00,4308.78,14.77,4230.0,4205.0,1.73,10,15:11:00,0.86,87.0,870.0,Win,profit_target,mark<=target,2023-06-14,2,SPXW  230614P04230000,SPXW  230614P04205000
2023-06-14,09:45:00,4373.52,14.52,4290.0,4265.0,1.4,10,14:08:00,3.0,-160.0,-1600.0,Loss,stop_loss,mark>=stop,2023-06-16,2,SPXW  230616P04290000,SPXW  230616P04265000
2023-07-26,09:45:00,4562.65,13.84,4480.0,4455.0,1.15,10,14:40:00,0.57,58.0,580.0,Win,profit_target,mark<=target,2023-07-28,2,SPXW  230728P04480000,SPXW  230728P04455000
2023-08-02,09:45:00,4543.34,15.35,4460.0,4435.0,1.15,10,10:55:00,2.45,-130.0,-1300.0,Loss,stop_loss,mark>=stop,2023-08-04,2,SPXW  230804P04460000,SPXW  230804P04435000
2023-08-07,09:45:00,4494.95,16.92,4410.0,4385.0,1.08,10,10:25:00,0.54,54.0,540.0,Win,profit_target,mark<=target,2023-08-09,2,SPXW  230809P04410000,SPXW  230809P04385000
2023-08-09,09:45:00,4493.9,15.85,4410.0,4385.0,1.4,10,11:21:00,2.8,-140.0,-1400.0,Loss,stop_loss,mark>=stop,2023-08-11,2,SPXW  230811P04410000,SPXW  230811P04385000
2023-08-14,09:45:00,4459.88,15.8,4375.0,4350.0,1.38,10,10:35:00,0.69,69.0,690.0,Win,profit_target,mark<=target,2023-08-16,2,SPXW  230816P04375000,SPXW  230816P04350000
2023-08-21,09:45:00,4387.65,17.54,4305.0,4280.0,1.4,10,11:54:00,3.0,-160.0,-1600.0,Loss,stop_loss,mark>=stop,2023-08-23,2,SPXW  230823P04305000,SPXW  230823P04280000
2023-08-23,09:45:00,4402.13,16.72,4320.0,4295.0,1.88,10,10:50:00,0.94,94.0,940.0,Win,profit_target,mark<=target,2023-08-25,2,SPXW  230825P04320000,SPXW  230825P04295000
2023-08-28,09:45:00,4432.58,15.71,4350.0,4325.0,1.05,10,15:47:00,0.53,52.0,520.0,Win,profit_target,mark<=target,2023-08-30,2,SPXW  230830P04350000,SPXW  230830P04325000
2023-08-30,09:45:00,4504.59,14.31,4420.0,4395.0,1.12,10,11:37:00,0.56,56.0,560.0,Win,profit_target,mark<=target,2023-09-01,2,SPXW  230901P04420000,SPXW  230901P04395000
2023-09-18,09:45:00,4445.62,14.68,4365.0,4340.0,1.05,10,11:03:00,0.53,52.0,520.0,Win,profit_target,mark<=target,2023-09-20,2,SPXW  230920P04365000,SPXW  230920P04340000
2023-09-20,09:45:00,4456.9,13.94,4375.0,4350.0,1.25,10,15:15:00,2.6,-135.0,-1350.0,Loss,stop_loss,mark>=stop,2023-09-22,2,SPXW  230922P04375000,SPXW  230922P04350000
2023-09-25,09:45:00,4313.51,17.84,4230.0,4205.0,1.95,10,11:44:00,0.97,98.0,980.0,Win,profit_target,mark<=target,2023-09-27,2,SPXW  230927P04230000,SPXW  230927P04205000
2023-09-27,09:45:00,4289.26,18.5,4200.0,4175.0,2.05,10,12:15:00,4.1,-205.0,-2050.0,Loss,stop_loss,mark>=stop,2023-09-29,2,SPXW  230929P04200000,SPXW  230929P04175000
2023-10-02,09:45:00,4291.14,17.81,4205.0,4180.0,1.67,10,12:50:00,3.6,-193.0,-1930.0,Loss,stop_loss,mark>=stop,2023-10-04,2,SPXW  231004P04205000,SPXW  231004P04180000
2023-10-04,09:45:00,4239.27,19.27,4150.0,4125.0,1.95,10,15:11:00,0.97,98.0,980.0,Win,profit_target,mark<=target,2023-10-06,2,SPXW  231006P04150000,SPXW  231006P04125000
2023-10-09,09:45:00,4299.19,18.53,4220.0,4195.0,2.05,10,13:31:00,1.02,103.0,1030.0,Win,profit_target,mark<=target,2023-10-11,2,SPXW  231011P04220000,SPXW  231011P04195000
2023-10-16,09:45:00,4350.44,18.4,4270.0,4245.0,1.95,10,10:28:00,0.97,98.0,980.0,Win,profit_target,mark<=target,2023-10-18,2,SPXW  231018P04270000,SPXW  231018P04245000
2023-10-18,09:45:00,4349.95,18.84,4260.0,4235.0,1.97,10,15:46:00,4.5,-253.0,-2530.0,Loss,stop_loss,mark>=stop,2023-10-20,2,SPXW  231020P04260000,SPXW  231020P04235000
2023-10-23,09:45:00,4191.42,22.44,4085.0,4060.0,1.43,10,10:00:00,0.71,72.0,720.0,Win,profit_target,mark<=target,2023-10-25,2,SPXW  231025P04085000,SPXW  231025P04060000
2023-10-25,09:45:00,4213.01,19.63,4130.0,4105.0,2.12,10,16:00:00,0.0,212.0,2120.0,Win,expiry,distance safe,2023-10-27,2,SPXW  231027P04130000,SPXW  231027P04105000
2023-10-30,09:45:00,4157.9,20.27,4050.0,4025.0,1.65,10,14:36:00,0.82,83.0,830.0,Win,profit_target,mark<=target,2023-11-01,2,SPXW  231101P04050000,SPXW  231101P04025000
2023-11-01,09:45:00,4202.05,17.72,4105.0,4080.0,1.95,10,14:32:00,0.97,98.0,980.0,Win,profit_target,mark<=target,2023-11-03,2,SPXW  231103P04105000,SPXW  231103P04080000
2023-11-06,09:45:00,4364.15,15.36,4285.0,4260.0,1.15,10,15:50:00,0.57,58.0,580.0,Win,profit_target,mark<=target,2023-11-08,2,SPXW  231108P04285000,SPXW  231108P04260000
2023-11-13,09:45:00,4395.58,15.07,4315.0,4290.0,1.23,10,10:54:00,0.61,62.0,620.0,Win,profit_target,mark<=target,2023-11-15,2,SPXW  231115P04315000,SPXW  231115P04290000
2023-11-15,09:45:00,4508.61,14.12,4425.0,4400.0,1.08,10,10:51:00,0.54,54.0,540.0,Win,profit_target,mark<=target,2023-11-17,2,SPXW  231117P04425000,SPXW  231117P04400000
2023-12-11,09:45:00,4603.05,13.02,4520.0,4495.0,1.3,10,13:21:00,0.65,65.0,650.0,Win,profit_target,mark<=target,2023-12-13,2,SPXW  231213P04520000,SPXW  231213P04495000
2024-01-29,09:45:00,4894.71,13.81,4805.0,4780.0,1.08,10,14:36:00,0.54,54.0,540.0,Win,profit_target,mark<=target,2024-01-31,2,SPXW  240131P04805000,SPXW  240131P04780000
2024-01-31,09:45:00,4896.38,13.52,4805.0,4780.0,1.52,10,15:03:00,3.12,-160.0,-1600.0,Loss,stop_loss,mark>=stop,2024-02-02,2,SPXW  240202P04805000,SPXW  240202P04780000
2024-02-14,09:45:00,4979.38,14.58,4885.0,4860.0,1.0,10,10:25:00,0.5,50.0,500.0,Win,profit_target,mark<=target,2024-02-16,2,SPXW  240216P04885000,SPXW  240216P04860000
2024-03-06,09:45:00,5109.42,14.06,5015.0,4990.0,1.1,10,13:23:00,0.55,55.0,550.0,Win,profit_target,mark<=target,2024-03-08,2,SPXW  240308P05015000,SPXW  240308P04990000
2024-03-11,09:45:00,5111.4,15.69,5015.0,4990.0,1.8,10,16:00:00,0.0,180.0,1800.0,Win,expiry,distance safe,2024-03-13,2,SPXW  240313P05015000,SPXW  240313P04990000
2024-03-18,09:45:00,5165.83,14.47,5070.0,5045.0,1.7,10,16:00:00,0.0,170.0,1700.0,Win,expiry,distance safe,2024-03-20,2,SPXW  240320P05070000,SPXW  240320P05045000
2024-03-20,09:45:00,5173.7,14.09,5080.0,5055.0,1.65,10,14:07:00,0.82,83.0,830.0,Win,profit_target,mark<=target,2024-03-22,2,SPXW  240322P05080000,SPXW  240322P05055000
2024-04-03,09:45:00,5203.06,15.08,5105.0,5080.0,1.12,10,10:16:00,0.56,56.0,560.0,Win,profit_target,mark<=target,2024-04-05,2,SPXW  240405P05105000,SPXW  240405P05080000
2024-04-08,09:45:00,5204.82,16.08,5110.0,5085.0,2.1,10,15:34:00,1.05,105.0,1050.0,Win,profit_target,mark<=target,2024-04-10,2,SPXW  240410P05110000,SPXW  240410P05085000
2024-04-15,09:45:00,5166.95,16.37,5070.0,5045.0,1.62,10,10:12:00,3.65,-203.0,-2030.0,Loss,stop_loss,mark>=stop,2024-04-17,2,SPXW  240417P05070000,SPXW  240417P05045000
2024-04-17,09:45:00,5075.82,17.7,4980.0,4955.0,1.95,10,10:54:00,3.9,-195.0,-1950.0,Loss,stop_loss,mark>=stop,2024-04-19,2,SPXW  240419P04980000,SPXW  240419P04955000
2024-04-22,09:45:00,4987.45,18.15,4895.0,4870.0,1.8,10,13:00:00,0.9,90.0,900.0,Win,profit_target,mark<=target,2024-04-24,2,SPXW  240424P04895000,SPXW  240424P04870000
2024-04-24,09:45:00,5085.98,15.71,4990.0,4965.0,1.65,10,10:01:00,3.67,-202.0,-2020.0,Loss,stop_loss,mark>=stop,2024-04-26,2,SPXW  240426P04990000,SPXW  240426P04965000
2024-04-29,09:45:00,5107.2,15.23,5015.0,4990.0,1.85,10,16:00:00,0.0,185.0,1850.0,Win,expiry,distance safe,2024-05-01,2,SPXW  240501P05015000,SPXW  240501P04990000
2024-05-01,09:45:00,5025.02,15.98,4920.0,4895.0,2.1,10,14:39:00,1.05,105.0,1050.0,Win,profit_target,mark<=target,2024-05-03,2,SPXW  240503P04920000,SPXW  240503P04895000
2024-05-13,09:45:00,5227.3,13.4,5130.0,5105.0,1.55,10,16:00:00,0.0,155.0,1550.0,Win,expiry,distance safe,2024-05-15,2,SPXW  240515P05130000,SPXW  240515P05105000
2024-06-05,09:45:00,5310.94,13.03,5215.0,5190.0,1.32,10,11:17:00,0.66,66.0,660.0,Win,profit_target,mark<=target,2024-06-07,2,SPXW  240607P05215000,SPXW  240607P05190000
2024-06-10,09:45:00,5334.18,13.21,5235.0,5210.0,1.8,10,11:26:00,0.9,90.0,900.0,Win,profit_target,mark<=target,2024-06-12,2,SPXW  240612P05235000,SPXW  240612P05210000
2024-06-12,09:45:00,5433.6,12.29,5335.0,5310.0,1.25,10,15:02:00,0.62,63.0,630.0,Win,profit_target,mark<=target,2024-06-14,2,SPXW  240614P05335000,SPXW  240614P05310000
2024-07-22,09:45:00,5553.72,15.6,5450.0,5425.0,1.1,10,13:33:00,0.55,55.0,550.0,Win,profit_target,mark<=target,2024-07-24,2,SPXW  240724P05450000,SPXW  240724P05425000
2024-07-24,09:45:00,5496.01,15.88,5395.0,5370.0,1.18,10,11:05:00,2.4,-122.0,-1220.0,Loss,stop_loss,mark>=stop,2024-07-26,2,SPXW  240726P05395000,SPXW  240726P05370000
2024-07-29,09:45:00,5477.32,16.85,5360.0,5335.0,1.95,10,16:00:00,0.0,195.0,1950.0,Win,expiry,distance safe,2024-07-31,2,SPXW  240731P05360000,SPXW  240731P05335000
2024-07-31,09:45:00,5494.71,16.49,5365.0,5340.0,2.1,10,10:31:00,1.05,105.0,1050.0,Win,profit_target,mark<=target,2024-08-02,2,SPXW  240802P05365000,SPXW  240802P05340000
2024-08-07,09:45:00,5314.41,22.41,5165.0,5140.0,2.0,10,12:53:00,4.0,-200.0,-2000.0,Loss,stop_loss,mark>=stop,2024-08-09,2,SPXW  240809P05165000,SPXW  240809P05140000
2024-08-12,09:45:00,5336.0,20.77,5195.0,5170.0,2.05,10,11:13:00,1.02,103.0,1030.0,Win,profit_target,mark<=target,2024-08-14,2,SPXW  240814P05195000,SPXW  240814P05170000
2024-08-14,09:45:00,5429.82,17.58,5310.0,5285.0,2.05,10,11:29:00,1.02,103.0,1030.0,Win,profit_target,mark<=target,2024-08-16,2,SPXW  240816P05310000,SPXW  240816P05285000
2024-08-28,09:45:00,5619.54,15.67,5515.0,5490.0,1.45,10,11:13:00,3.1,-165.0,-1650.0,Loss,stop_loss,mark>=stop,2024-08-30,2,SPXW  240830P05515000,SPXW  240830P05490000
2024-09-04,09:45:00,5524.0,21.44,5385.0,5360.0,1.7,10,10:56:00,0.85,85.0,850.0,Win,profit_target,mark<=target,2024-09-06,2,SPXW  240906P05385000,SPXW  240906P05360000
2024-09-09,09:45:00,5452.66,20.8,5315.0,5290.0,1.7,10,12:20:00,0.85,85.0,850.0,Win,profit_target,mark<=target,2024-09-11,2,SPXW  240911P05315000,SPXW  240911P05290000
2024-09-11,09:45:00,5469.58,19.28,5350.0,5325.0,2.1,10,10:16:00,4.45,-235.0,-2350.0,Loss,stop_loss,mark>=stop,2024-09-13,2,SPXW  240913P05350000,SPXW  240913P05325000
2024-09-16,09:45:00,5615.4,17.46,5500.0,5475.0,2.1,10,15:41:00,1.05,105.0,1050.0,Win,profit_target,mark<=target,2024-09-18,2,SPXW  240918P05500000,SPXW  240918P05475000
2024-09-18,09:45:00,5637.27,18.43,5500.0,5475.0,1.95,10,14:01:00,0.97,98.0,980.0,Win,profit_target,mark<=target,2024-09-20,2,SPXW  240920P05500000,SPXW  240920P05475000
2024-09-30,09:45:00,5731.76,17.13,5625.0,5600.0,1.38,10,15:39:00,0.69,69.0,690.0,Win,profit_target,mark<=target,2024-10-02,2,SPXW  241002P05625000,SPXW  241002P05600000
2024-10-02,09:45:00,5674.18,20.29,5530.0,5505.0,1.95,10,10:19:00,0.97,98.0,980.0,Win,profit_target,mark<=target,2024-10-04,2,SPXW  241004P05530000,SPXW  241004P05505000
2024-10-30,09:45:00,5815.65,20.24,5670.0,5645.0,1.32,10,10:01:00,0.66,66.0,660.0,Win,profit_target,mark<=target,2024-11-01,2,SPXW  241101P05670000,SPXW  241101P05645000
2024-11-04,09:45:00,5726.92,22.47,5545.0,5520.0,2.1,10,16:00:00,0.0,210.0,2100.0,Win,expiry,distance safe,2024-11-06,2,SPXW  241106P05545000,SPXW  241106P05520000
2024-11-06,09:45:00,5893.45,16.17,5775.0,5750.0,1.85,10,13:02:00,0.93,92.0,920.0,Win,profit_target,mark<=target,2024-11-08,2,SPXW  241108P05775000,SPXW  241108P05750000
2024-11-11,09:45:00,6008.9,15.53,5900.0,5875.0,1.07,10,16:00:00,0.0,107.0,1070.0,Win,expiry,distance safe,2024-11-13,2,SPXW  241113P05900000,SPXW  241113P05875000
2024-11-20,09:45:00,5896.4,17.03,5785.0,5760.0,2.05,10,10:21:00,4.25,-220.0,-2200.0,Loss,stop_loss,mark>=stop,2024-11-22,2,SPXW  241122P05785000,SPXW  241122P05760000
2024-12-18,09:45:00,6046.34,15.58,5935.0,5910.0,1.15,10,14:11:00,2.35,-120.0,-1200.0,Loss,stop_loss,mark>=stop,2024-12-20,2,SPXW  241220P05935000,SPXW  241220P05910000
2025-01-06,09:45:00,5995.68,16.07,5885.0,5860.0,1.35,10,10:54:00,0.68,67.0,670.0,Win,profit_target,mark<=target,2025-01-08,2,SPXW  250108P05885000,SPXW  250108P05860000
2025-01-13,09:45:00,5788.79,21.08,5640.0,5615.0,1.8,10,10:47:00,0.9,90.0,900.0,Win,profit_target,mark<=target,2025-01-15,2,SPXW  250115P05640000,SPXW  250115P05615000
2025-01-15,09:45:00,5932.05,16.83,5825.0,5800.0,2.1,10,13:55:00,1.05,105.0,1050.0,Win,profit_target,mark<=target,2025-01-17,2,SPXW  250117P05825000,SPXW  250117P05800000
2025-01-27,09:45:00,5994.91,19.32,5875.0,5850.0,2.05,10,16:00:00,0.0,205.0,2050.0,Win,expiry,distance safe,2025-01-29,2,SPXW  250129P05875000,SPXW  250129P05850000
2025-01-29,09:45:00,6048.08,16.93,5920.0,5895.0,2.0,10,16:00:00,0.0,200.0,2000.0,Win,expiry,distance safe,2025-01-31,2,SPXW  250131P05920000,SPXW  250131P05895000
2025-02-03,09:45:00,5954.66,19.17,5795.0,5770.0,1.32,10,10:11:00,2.8,-148.0,-1480.0,Loss,stop_loss,mark>=stop,2025-02-05,2,SPXW  250205P05795000,SPXW  250205P05770000
2025-02-05,09:45:00,6029.04,16.73,5915.0,5890.0,2.05,10,13:40:00,1.02,103.0,1030.0,Win,profit_target,mark<=target,2025-02-07,2,SPXW  250207P05915000,SPXW  250207P05890000
2025-02-10,09:45:00,6049.13,16.36,5935.0,5910.0,1.95,10,13:04:00,0.97,98.0,980.0,Win,profit_target,mark<=target,2025-02-12,2,SPXW  250212P05935000,SPXW  250212P05910000
2025-02-12,09:45:00,6024.5,16.44,5915.0,5890.0,1.6,10,11:57:00,0.8,80.0,800.0,Win,profit_target,mark<=target,2025-02-14,2,SPXW  250214P05915000,SPXW  250214P05890000
2025-02-24,09:45:00,6023.4,18.33,5910.0,5885.0,1.75,10,10:02:00,3.5,-175.0,-1750.0,Loss,stop_loss,mark>=stop,2025-02-26,2,SPXW  250226P05910000,SPXW  250226P05885000
2025-02-26,09:45:00,5972.08,19.3,5830.0,5805.0,1.95,10,10:20:00,0.97,98.0,980.0,Win,profit_target,mark<=target,2025-02-28,2,SPXW  250228P05830000,SPXW  250228P05805000
2025-03-03,09:45:00,5960.58,19.92,5815.0,5790.0,1.95,10,13:08:00,4.0,-205.0,-2050.0,Loss,stop_loss,mark>=stop,2025-03-05,2,SPXW  250305P05815000,SPXW  250305P05790000
2025-03-05,09:45:00,5797.42,23.78,5605.0,5580.0,2.05,10,14:04:00,1.02,103.0,1030.0,Win,profit_target,mark<=target,2025-03-07,2,SPXW  250307P05605000,SPXW  250307P05580000
2025-03-10,09:45:00,5700.02,26.17,5490.0,5465.0,2.0,10,13:12:00,4.1,-210.0,-2100.0,Loss,stop_loss,mark>=stop,2025-03-12,2,SPXW  250312P05490000,SPXW  250312P05465000
2025-03-12,09:45:00,5613.91,25.72,5425.0,5400.0,2.0,10,14:49:00,1.0,100.0,1000.0,Win,profit_target,mark<=target,2025-03-14,2,SPXW  250314P05425000,SPXW  250314P05400000
2025-03-17,09:45:00,5665.94,21.14,5505.0,5480.0,2.0,10,13:51:00,1.0,100.0,1000.0,Win,profit_target,mark<=target,2025-03-19,2,SPXW  250319P05505000,SPXW  250319P05480000
2025-03-19,09:45:00,5625.3,21.67,5465.0,5440.0,2.0,10,11:43:00,1.0,100.0,1000.0,Win,profit_target,mark<=target,2025-03-21,2,SPXW  250321P05465000,SPXW  250321P05440000
2025-03-24,09:45:00,5745.24,18.71,5630.0,5605.0,2.0,10,11:54:00,1.0,100.0,1000.0,Win,profit_target,mark<=target,2025-03-26,2,SPXW  250326P05630000,SPXW  250326P05605000
2025-03-26,09:45:00,5778.91,17.14,5670.0,5645.0,1.7,10,11:28:00,3.4,-170.0,-1700.0,Loss,stop_loss,mark>=stop,2025-03-28,2,SPXW  250328P05670000,SPXW  250328P05645000
2025-03-31,09:45:00,5493.52,24.65,5325.0,5300.0,2.0,10,10:09:00,1.0,100.0,1000.0,Win,profit_target,mark<=target,2025-04-02,2,SPXW  250402P05325000,SPXW  250402P05300000
2025-04-02,09:45:00,5610.5,22.81,5400.0,5375.0,2.05,10,11:34:00,1.02,103.0,1030.0,Win,profit_target,mark<=target,2025-04-04,2,SPXW  250404P05400000,SPXW  250404P05375000
2025-04-23,09:45:00,5446.43,28.1,5305.0,5280.0,1.57,10,10:12:00,0.79,78.0,780.0,Win,profit_target,mark<=target,2025-04-23,0,SPXW  250423P05305000,SPXW  250423P05280000
2025-04-28,09:45:00,5549.5,24.79,5395.0,5370.0,2.1,10,11:26:00,4.25,-215.0,-2150.0,Loss,stop_loss,mark>=stop,2025-04-30,2,SPXW  250430P05395000,SPXW  250430P05370000
2025-04-30,09:45:00,5453.46,27.81,5245.0,5220.0,2.0,10,10:27:00,1.0,100.0,1000.0,Win,profit_target,mark<=target,2025-05-02,2,SPXW  250502P05245000,SPXW  250502P05220000
2025-05-05,09:45:00,5642.4,24.16,5490.0,5465.0,2.05,10,11:20:00,1.02,103.0,1030.0,Win,profit_target,mark<=target,2025-05-07,2,SPXW  250507P05490000,SPXW  250507P05465000
2025-05-07,09:45:00,5628.09,24.82,5465.0,5440.0,2.0,10,15:44:00,1.0,100.0,1000.0,Win,profit_target,mark<=target,2025-05-09,2,SPXW  250509P05465000,SPXW  250509P05440000
2025-05-12,09:45:00,5803.13,19.2,5685.0,5660.0,2.0,10,13:32:00,1.0,100.0,1000.0,Win,profit_target,mark<=target,2025-05-14,2,SPXW  250514P05685000,SPXW  250514P05660000
2025-05-14,09:45:00,5893.55,18.32,5785.0,5760.0,2.05,10,16:00:00,0.0,205.0,2050.0,Win,expiry,distance safe,2025-05-16,2,SPXW  250516P05785000,SPXW  250516P05760000
2025-05-19,09:45:00,5918.27,18.84,5805.0,5780.0,2.05,10,11:39:00,1.02,103.0,1030.0,Win,profit_target,mark<=target,2025-05-21,2,SPXW  250521P05805000,SPXW  250521P05780000
2025-05-21,09:45:00,5910.77,18.71,5795.0,5770.0,1.95,10,11:54:00,0.97,98.0,980.0,Win,profit_target,mark<=target,2025-05-23,2,SPXW  250523P05795000,SPXW  250523P05770000
2025-06-02,09:45:00,5902.26,18.96,5795.0,5770.0,1.57,10,09:53:00,3.3,-173.0,-1730.0,Loss,stop_loss,mark>=stop,2025-06-04,2,SPXW  250604P05795000,SPXW  250604P05770000
2025-06-04,09:45:00,5984.74,17.67,5875.0,5850.0,2.1,10,16:00:00,0.0,210.0,2100.0,Win,expiry,distance safe,2025-06-06,2,SPXW  250606P05875000,SPXW  250606P05850000
2025-06-09,09:45:00,6001.35,17.38,5890.0,5865.0,1.73,10,14:57:00,0.86,87.0,870.0,Win,profit_target,mark<=target,2025-06-11,2,SPXW  250611P05890000,SPXW  250611P05865000
2025-06-11,09:45:00,6041.91,16.64,5930.0,5905.0,1.4,10,14:16:00,2.8,-140.0,-1400.0,Loss,stop_loss,mark>=stop,2025-06-13,2,SPXW  250613P05930000,SPXW  250613P05905000
2025-06-16,09:45:00,6020.38,19.42,5910.0,5885.0,1.95,10,10:25:00,0.97,98.0,980.0,Win,profit_target,mark<=target,2025-06-18,2,SPXW  250618P05910000,SPXW  250618P05885000
2025-06-18,09:45:00,5988.09,20.61,5835.0,5810.0,1.6,10,11:00:00,0.8,80.0,800.0,Win,profit_target,mark<=target,2025-06-20,2,SPXW  250620P05835000,SPXW  250620P05810000
2025-06-25,09:45:00,6106.48,16.97,5995.0,5970.0,1.05,10,16:00:00,0.0,105.0,1050.0,Win,expiry,distance safe,2025-06-27,2,SPXW  250627P05995000,SPXW  250627P05970000
2025-06-30,09:45:00,6186.49,17.28,6075.0,6050.0,1.0,10,15:14:00,0.5,50.0,500.0,Win,profit_target,mark<=target,2025-07-02,2,SPXW  250702P06075000,SPXW  250702P06050000
2025-07-07,09:45:00,6256.8,17.58,6140.0,6115.0,1.25,10,12:22:00,2.9,-165.0,-1650.0,Loss,stop_loss,mark>=stop,2025-07-09,2,SPXW  250709P06140000,SPXW  250709P06115000
2025-07-14,09:45:00,6240.48,17.37,6125.0,6100.0,1.15,10,11:02:00,0.57,58.0,580.0,Win,profit_target,mark<=target,2025-07-16,2,SPXW  250716P06125000,SPXW  250716P06100000
2025-07-16,09:45:00,6252.76,16.93,6140.0,6115.0,1.15,10,11:20:00,2.75,-160.0,-1600.0,Loss,stop_loss,mark>=stop,2025-07-18,2,SPXW  250718P06140000,SPXW  250718P06115000
2025-07-30,09:45:00,6380.56,15.86,6265.0,6240.0,2.0,10,15:06:00,4.0,-200.0,-2000.0,Loss,stop_loss,mark>=stop,2025-08-01,2,SPXW  250801P06265000,SPXW  250801P06240000
2025-08-04,09:45:00,6297.76,18.16,6180.0,6155.0,1.65,10,11:58:00,0.82,83.0,830.0,Win,profit_target,mark<=target,2025-08-06,2,SPXW  250806P06180000,SPXW  250806P06155000
2025-08-06,09:45:00,6308.82,17.71,6195.0,6170.0,1.6,10,11:18:00,0.8,80.0,800.0,Win,profit_target,mark<=target,2025-08-08,2,SPXW  250808P06195000,SPXW  250808P06170000
2025-08-11,09:45:00,6394.47,15.93,6275.0,6250.0,1.35,10,16:00:00,0.0,135.0,1350.0,Win,expiry,distance safe,2025-08-13,2,SPXW  250813P06275000,SPXW  250813P06250000
2025-08-22,09:45:00,6408.4,16.2,6290.0,6265.0,1.02,10,10:01:00,0.51,51.0,510.0,Win,profit_target,mark<=target,2025-08-22,0,SPXW  250822P06290000,SPXW  250822P06265000
2025-08-27,09:45:00,6467.99,14.84,6350.0,6325.0,1.38,10,16:00:00,0.0,138.0,1380.0,Win,expiry,distance safe,2025-08-29,2,SPXW  250829P06350000,SPXW  250829P06325000
2025-09-03,09:45:00,6442.48,17.03,6325.0,6300.0,1.95,10,16:00:00,0.0,195.0,1950.0,Win,expiry,distance safe,2025-09-05,2,SPXW  250905P06325000,SPXW  250905P06300000
2025-09-17,09:45:00,6605.61,16.14,6485.0,6460.0,2.0,10,15:28:00,1.0,100.0,1000.0,Win,profit_target,mark<=target,2025-09-19,2,SPXW  250919P06485000,SPXW  250919P06460000
2025-10-01,09:45:00,6678.11,16.46,6555.0,6530.0,1.1,10,11:33:00,0.55,55.0,550.0,Win,profit_target,mark<=target,2025-10-03,2,SPXW  251003P06555000,SPXW  251003P06530000
2025-10-13,09:45:00,6634.09,20.28,6465.0,6440.0,1.55,10,12:16:00,0.78,77.0,770.0,Win,profit_target,mark<=target,2025-10-15,2,SPXW  251015P06465000,SPXW  251015P06440000
2025-10-15,09:45:00,6692.99,19.6,6570.0,6545.0,2.0,10,13:09:00,4.4,-240.0,-2400.0,Loss,stop_loss,mark>=stop,2025-10-17,2,SPXW  251017P06570000,SPXW  251017P06545000
2025-10-20,09:45:00,6709.6,19.53,6585.0,6560.0,1.65,10,10:46:00,0.82,83.0,830.0,Win,profit_target,mark<=target,2025-10-22,2,SPXW  251022P06585000,SPXW  251022P06560000
2025-10-22,09:45:00,6740.24,18.48,6615.0,6590.0,1.45,10,11:30:00,2.9,-145.0,-1450.0,Loss,stop_loss,mark>=stop,2025-10-24,2,SPXW  251024P06615000,SPXW  251024P06590000
2025-10-29,09:45:00,6915.77,16.7,6770.0,6745.0,2.05,10,16:00:00,0.0,205.0,2050.0,Win,expiry,distance safe,2025-10-31,2,SPXW  251031P06770000,SPXW  251031P06745000
2025-11-03,09:45:00,6852.89,17.86,6725.0,6700.0,1.4,10,16:00:00,0.0,140.0,1400.0,Win,expiry,distance safe,2025-11-05,2,SPXW  251105P06725000,SPXW  251105P06700000
2025-11-05,09:45:00,6765.75,19.02,6630.0,6605.0,2.05,10,10:06:00,1.02,103.0,1030.0,Win,profit_target,mark<=target,2025-11-07,2,SPXW  251107P06630000,SPXW  251107P06605000
